True Accuracy,Weighted CI Lower,Weighted CI Upper,Unweighted CI Lower,Unweighted CI Upper
0.8499999642372131,0.7999999523162842,0.8177631497383118,0.7978947162628174,0.8155263066291809
0.8899999856948853,0.8002631068229675,0.8177631497383118,0.7980262637138367,0.8156578540802002
0.8650000095367432,0.7997367978096008,0.8174999356269836,0.7977631092071533,0.8157894611358643
0.8499999642372131,0.8006578683853149,0.8182894587516785,0.7978947162628174,0.815924346446991
0.85999995470047,0.8002631068229675,0.8180263042449951,0.797631561756134,0.8155263066291809
0.8824999928474426,0.7990788817405701,0.8169736266136169,0.7977631092071533,0.8152630925178528
0.887499988079071,0.8005262613296509,0.8182894587516785,0.7978947162628174,0.8156578540802002
0.875,0.8001315593719482,0.8177631497383118,0.7978947162628174,0.8155263066291809
0.8824999928474426,0.7994736433029175,0.8172367811203003,0.7978947162628174,0.8152630925178528
0.8824999928474426,0.7994736433029175,0.817105233669281,0.7978947162628174,0.8156578540802002
0.8725000023841858,0.7996052503585815,0.8173683881759644,0.797631561756134,0.8155263066291809
0.8924999833106995,0.8003947138786316,0.8177631497383118,0.7978914380073547,0.8155263066291809
0.887499988079071,0.8006578683853149,0.8185526132583618,0.7977631092071533,0.8155263066291809
0.8725000023841858,0.8003947138786316,0.817894697189331,0.7977631092071533,0.8157894611358643
0.8650000095367432,0.8001315593719482,0.817894697189331,0.7977631092071533,0.8153946995735168
0.8650000095367432,0.7999999523162842,0.8177631497383118,0.7978947162628174,0.8155263066291809
0.8474999666213989,0.8002631068229675,0.8180263042449951,0.797631561756134,0.8156578540802002
0.8725000023841858,0.8002631068229675,0.8177631497383118,0.7978947162628174,0.8153946995735168
0.8100000023841858,0.7989440560340881,0.8165822625160217,0.7978947162628174,0.8155263066291809
0.8675000071525574,0.7999999523162842,0.8172367811203003,0.797631561756134,0.8156578540802002
0.8675000071525574,0.7997367978096008,0.817105233669281,0.79749995470047,0.8156578540802002
0.8474999666213989,0.8013157248497009,0.8192104697227478,0.7978947162628174,0.8156578540802002
0.8449999690055847,0.7993420958518982,0.8172367811203003,0.797631561756134,0.8153946995735168
0.8474999666213989,0.7994736433029175,0.8173683881759644,0.7977631092071533,0.8153946995735168
0.8700000047683716,0.7999999523162842,0.8177631497383118,0.7977631092071533,0.8155263066291809
0.8949999809265137,0.8013157248497009,0.8192104697227478,0.7977631092071533,0.8155263066291809
0.8624999523162842,0.8001315593719482,0.8176315426826477,0.7977631092071533,0.8156578540802002
0.8574999570846558,0.8011841773986816,0.8186841607093811,0.7978947162628174,0.8156578540802002
0.8125,0.8001315593719482,0.8176315426826477,0.797631561756134,0.8153946995735168
0.8650000095367432,0.8001315593719482,0.8177631497383118,0.7977631092071533,0.8155263066291809
0.8349999785423279,0.8006578683853149,0.8182894587516785,0.7978947162628174,0.8156578540802002
0.8675000071525574,0.8005262613296509,0.8182894587516785,0.7977631092071533,0.8155296444892883
0.8824999928474426,0.7994736433029175,0.8172367811203003,0.7977631092071533,0.8155263066291809
0.8624999523162842,0.7981578707695007,0.8159210085868835,0.7978947162628174,0.8156578540802002
0.8274999856948853,0.7996052503585815,0.8174999356269836,0.7978947162628174,0.8153946995735168
0.8774999976158142,0.8001315593719482,0.817894697189331,0.7978947162628174,0.8156578540802002
0.8675000071525574,0.7996052503585815,0.8172367811203003,0.7980262637138367,0.8153946995735168
0.8650000095367432,0.7989473342895508,0.8168420791625977,0.7978947162628174,0.8155263066291809
0.8924999833106995,0.7998684048652649,0.8174999356269836,0.7978947162628174,0.8155263066291809
0.8774999976158142,0.7998684048652649,0.8174999356269836,0.7978947162628174,0.8153946995735168
0.8700000047683716,0.7998684048652649,0.8177631497383118,0.7978947162628174,0.8155263066291809
0.9099999666213989,0.7999966740608215,0.8177631497383118,0.797631561756134,0.8156578540802002
0.8700000047683716,0.8002631068229675,0.817894697189331,0.7977631092071533,0.8155263066291809
0.8399999737739563,0.7997335195541382,0.8173683881759644,0.797631561756134,0.8155263066291809
0.8549999594688416,0.8003947138786316,0.817894697189331,0.79749995470047,0.8155263066291809
0.8399999737739563,0.7999999523162842,0.8177631497383118,0.7980262637138367,0.8156578540802002
0.8499999642372131,0.7985525727272034,0.816315770149231,0.7978947162628174,0.8152630925178528
0.8624999523162842,0.7997367978096008,0.8176315426826477,0.7978947162628174,0.8155263066291809
0.85999995470047,0.8011841773986816,0.8186841607093811,0.7977631092071533,0.8155263066291809
0.8999999761581421,0.8005262613296509,0.8180263042449951,0.797631561756134,0.8155263066291809
0.8725000023841858,0.8011841773986816,0.8190789222717285,0.7977598309516907,0.8156611919403076
0.8524999618530273,0.7993420958518982,0.817105233669281,0.7977598309516907,0.8153946995735168
0.8924999833106995,0.8001315593719482,0.8181578516960144,0.7977631092071533,0.8155263066291809
0.875,0.7985525727272034,0.8161875009536743,0.79749995470047,0.8156578540802002
0.8624999523162842,0.7993420958518982,0.8172367811203003,0.7978947162628174,0.8153946995735168
0.8650000095367432,0.8011841773986816,0.8189473152160645,0.7977631092071533,0.8155263066291809
0.875,0.8005262613296509,0.8181578516960144,0.7977631092071533,0.8155263066291809
0.8449999690055847,0.8006578683853149,0.8182894587516785,0.7978947162628174,0.8155263066291809
0.8974999785423279,0.8023684024810791,0.8199999332427979,0.797631561756134,0.8155263066291809
0.8725000023841858,0.7996019721031189,0.8172367811203003,0.7978947162628174,0.8153946995735168
0.8650000095367432,0.7985525727272034,0.816315770149231,0.797631561756134,0.8153946995735168
0.8725000023841858,0.7999999523162842,0.8176348805427551,0.7981578707695007,0.8157894611358643
0.887499988079071,0.8021052479743958,0.8199999332427979,0.7978947162628174,0.8155263066291809
0.8624999523162842,0.8010525703430176,0.8186841607093811,0.797631561756134,0.8153980374336243
0.8675000071525574,0.8009177446365356,0.8186841607093811,0.7978947162628174,0.8156578540802002
0.8824999928474426,0.8007894158363342,0.8188157677650452,0.7977631092071533,0.8155263066291809
0.8650000095367432,0.7992104887962341,0.8168420791625977,0.7978947162628174,0.8156578540802002
0.875,0.8001315593719482,0.8181578516960144,0.7978947162628174,0.8155263066291809
0.887499988079071,0.7993420958518982,0.8169736266136169,0.7978947162628174,0.8153946995735168
0.8624999523162842,0.8003947138786316,0.8180263042449951,0.7978947162628174,0.8156578540802002
0.8700000047683716,0.8006578683853149,0.8181611895561218,0.7978914380073547,0.8156578540802002
0.8474999666213989,0.7996052503585815,0.8173683881759644,0.797631561756134,0.8156578540802002
0.8624999523162842,0.8007894158363342,0.8185526132583618,0.79749995470047,0.8157894611358643
0.8574999570846558,0.7994736433029175,0.817105233669281,0.797631561756134,0.8155263066291809
0.8725000023841858,0.8013157248497009,0.8185526132583618,0.797631561756134,0.8155263066291809
0.8499999642372131,0.7997335195541382,0.8171085715293884,0.7977631092071533,0.8156578540802002
0.8549999594688416,0.7994736433029175,0.8169736266136169,0.7977631092071533,0.8156578540802002
0.8650000095367432,0.8001315593719482,0.8177631497383118,0.797631561756134,0.8155263066291809
0.8725000023841858,0.7996052503585815,0.8172401189804077,0.7977631092071533,0.8157894611358643
0.875,0.8007894158363342,0.8185526132583618,0.7978947162628174,0.8156578540802002
0.8799999952316284,0.8003947138786316,0.817894697189331,0.7977631092071533,0.8153946995735168
0.8399999737739563,0.8005229830741882,0.8182894587516785,0.797631561756134,0.8156611919403076
0.8849999904632568,0.7993420958518982,0.8172367811203003,0.7978947162628174,0.8155263066291809
0.8774999976158142,0.8017104864120483,0.8190822601318359,0.7978947162628174,0.8156578540802002
0.8524999618530273,0.8005262613296509,0.8181578516960144,0.7977631092071533,0.8152664303779602
0.8700000047683716,0.7998684048652649,0.8173683881759644,0.7978947162628174,0.8155263066291809
0.8374999761581421,0.7989473342895508,0.8168420791625977,0.7978914380073547,0.8153946995735168
0.8499999642372131,0.7997367978096008,0.8172367811203003,0.7978947162628174,0.8153946995735168
0.85999995470047,0.7996019721031189,0.8173683881759644,0.7977631092071533,0.8155263066291809
0.8650000095367432,0.8001315593719482,0.8178980350494385,0.7978947162628174,0.8156578540802002
0.8399999737739563,0.7990788817405701,0.8167104721069336,0.7980262637138367,0.8156578540802002
0.8824999928474426,0.7994736433029175,0.817105233669281,0.7977631092071533,0.8153946995735168
0.8549999594688416,0.7999999523162842,0.8174999356269836,0.7977631092071533,0.8155263066291809
0.8650000095367432,0.7988157272338867,0.8165789246559143,0.797631561756134,0.8153946995735168
0.8650000095367432,0.8009210228919983,0.8186841607093811,0.7977631092071533,0.8156578540802002
0.85999995470047,0.7997367978096008,0.8176315426826477,0.7978914380073547,0.8155263066291809
0.8650000095367432,0.8001315593719482,0.8180263042449951,0.7977631092071533,0.8153946995735168
0.8624999523162842,0.7993420958518982,0.817105233669281,0.7980262637138367,0.8153946995735168
0.9024999737739563,0.8007894158363342,0.8186841607093811,0.7978947162628174,0.8155263066291809
0.8725000023841858,0.8009210228919983,0.8185526132583618,0.7978947162628174,0.8156578540802002
0.8999999761581421,0.7999966740608215,0.8174999356269836,0.7977631092071533,0.8155263066291809
0.8700000047683716,0.7998684048652649,0.8173683881759644,0.7978947162628174,0.8155263066291809
0.8549999594688416,0.7997367978096008,0.8173683881759644,0.7977631092071533,0.8155263066291809
0.875,0.7992104887962341,0.8169736266136169,0.797631561756134,0.8156578540802002
0.8700000047683716,0.7994736433029175,0.8172367811203003,0.7980262637138367,0.8155263066291809
0.8774999976158142,0.8005262613296509,0.8182894587516785,0.7980262637138367,0.8155296444892883
0.8524999618530273,0.8002631068229675,0.8182894587516785,0.7977631092071533,0.8153946995735168
0.8849999904632568,0.8002631068229675,0.8180263042449951,0.7977631092071533,0.8155263066291809
0.8574999570846558,0.7989473342895508,0.8165822625160217,0.7977631092071533,0.8155263066291809
0.8624999523162842,0.7998684048652649,0.8174999356269836,0.79749995470047,0.8156578540802002
0.8949999809265137,0.8009210228919983,0.8186841607093811,0.7977631092071533,0.8156578540802002
0.8449999690055847,0.7999999523162842,0.8176315426826477,0.7978947162628174,0.8153946995735168
0.8849999904632568,0.7998684048652649,0.8173683881759644,0.7978947162628174,0.8155263066291809
0.8924999833106995,0.7993420958518982,0.817105233669281,0.7978947162628174,0.8153946995735168
0.8499999642372131,0.8003947138786316,0.8180263042449951,0.7978914380073547,0.8156578540802002
0.8675000071525574,0.8002631068229675,0.8181578516960144,0.7978947162628174,0.8157894611358643
0.8725000023841858,0.7993420958518982,0.8169736266136169,0.797631561756134,0.8156578540802002
0.875,0.8003947138786316,0.8177631497383118,0.7977631092071533,0.8155263066291809
0.8624999523162842,0.7999999523162842,0.817894697189331,0.7977631092071533,0.8156578540802002
0.8700000047683716,0.8006578683853149,0.817894697189331,0.7978947162628174,0.8155263066291809
0.8924999833106995,0.8007894158363342,0.8181578516960144,0.7978947162628174,0.8155263066291809
0.8574999570846558,0.8002631068229675,0.8180263042449951,0.798022985458374,0.8157894611358643
0.8899999856948853,0.7997367978096008,0.8172401189804077,0.797631561756134,0.8155263066291809
0.8474999666213989,0.8006578683853149,0.8181578516960144,0.7977631092071533,0.8155263066291809
0.8499999642372131,0.8010525703430176,0.8185526132583618,0.7977631092071533,0.8152630925178528
0.8449999690055847,0.801447331905365,0.8189473152160645,0.797631561756134,0.8155263066291809
0.8399999737739563,0.7993420958518982,0.8172367811203003,0.797631561756134,0.8156578540802002
0.8824999928474426,0.7989473342895508,0.8168420791625977,0.797631561756134,0.8155263066291809
0.8849999904632568,0.7994736433029175,0.817105233669281,0.797631561756134,0.8156578540802002
0.8799999952316284,0.7993388175964355,0.8172367811203003,0.7977631092071533,0.8152630925178528
0.8849999904632568,0.7993420958518982,0.8168420791625977,0.7977631092071533,0.8156578540802002
0.9074999690055847,0.8007894158363342,0.8180263042449951,0.7978914380073547,0.8155263066291809
0.8849999904632568,0.8007894158363342,0.8184210062026978,0.7978947162628174,0.8155263066291809
0.8999999761581421,0.7997367978096008,0.8176315426826477,0.7977631092071533,0.8156578540802002
0.8824999928474426,0.8001315593719482,0.8176315426826477,0.798022985458374,0.8155263066291809
0.8424999713897705,0.7985525727272034,0.816315770149231,0.797631561756134,0.8156578540802002
0.8650000095367432,0.8007894158363342,0.8181578516960144,0.797631561756134,0.8153946995735168
0.887499988079071,0.8002631068229675,0.817894697189331,0.7978947162628174,0.8155263066291809
0.8675000071525574,0.801578938961029,0.8190789222717285,0.7978947162628174,0.8155263066291809
0.9049999713897705,0.7994736433029175,0.8172367811203003,0.7977631092071533,0.8155263066291809
0.8675000071525574,0.7992104887962341,0.8164473176002502,0.7978947162628174,0.8155263066291809
0.8849999904632568,0.7993420958518982,0.8168420791625977,0.7980262637138367,0.8156578540802002
0.8549999594688416,0.8005262613296509,0.8181578516960144,0.7977631092071533,0.8155263066291809
0.8524999618530273,0.8010525703430176,0.8190789222717285,0.798022985458374,0.8155263066291809
0.8700000047683716,0.8009210228919983,0.8186841607093811,0.7978947162628174,0.8155263066291809
0.9099999666213989,0.7999999523162842,0.8173717260360718,0.7977631092071533,0.8155263066291809
0.8650000095367432,0.7998684048652649,0.8174999356269836,0.7978947162628174,0.8156578540802002
0.8349999785423279,0.7990788817405701,0.8168420791625977,0.7980262637138367,0.8155263066291809
0.8524999618530273,0.8003947138786316,0.817894697189331,0.797631561756134,0.8156578540802002
0.8700000047683716,0.8003947138786316,0.817894697189331,0.7980262637138367,0.8156578540802002
0.8849999904632568,0.8007894158363342,0.8182894587516785,0.7978947162628174,0.8156578540802002
0.8399999737739563,0.7998684048652649,0.8177631497383118,0.7977631092071533,0.8156578540802002
0.85999995470047,0.7993420958518982,0.817105233669281,0.7977631092071533,0.8155263066291809
0.8774999976158142,0.8005262613296509,0.8182894587516785,0.797631561756134,0.8155263066291809
0.8725000023841858,0.7994736433029175,0.8169736266136169,0.797631561756134,0.8156578540802002
0.8474999666213989,0.8001315593719482,0.8181578516960144,0.7978947162628174,0.8153946995735168
0.8474999666213989,0.8002631068229675,0.8182894587516785,0.7977631092071533,0.8153946995735168
0.8624999523162842,0.801578938961029,0.8192104697227478,0.7977598309516907,0.8155263066291809
0.8299999833106995,0.8005262613296509,0.8182894587516785,0.7977631092071533,0.8156578540802002
0.8449999690055847,0.8013157248497009,0.8186841607093811,0.7978947162628174,0.8156578540802002
0.8424999713897705,0.8001315593719482,0.817894697189331,0.7978947162628174,0.8155263066291809
0.8499999642372131,0.7984210252761841,0.8160526156425476,0.7977631092071533,0.8153980374336243
0.8574999570846558,0.7999999523162842,0.8177631497383118,0.7977631092071533,0.8153946995735168
0.8349999785423279,0.7999999523162842,0.817894697189331,0.7977631092071533,0.8156578540802002
0.8849999904632568,0.7999999523162842,0.8174999356269836,0.7978947162628174,0.8156578540802002
0.8824999928474426,0.8003947138786316,0.8177631497383118,0.797631561756134,0.8155263066291809
